customer_id,invoice_id,invoice_date,quantity,unit_price
C01024,INV10222,2023-10-20,1,90.44
C01381,INV13520,2023-08-31,5,21.69
C01170,INV11452,2023-06-11,1,45.95
C01378,INV13472,2023-07-05,3,31.62
C01494,INV14735,2023-10-30,4,144.54
C01278,INV12510,2023-10-02,2,26.22
C01306,INV12838,2023-07-23,4,21.96
C01249,INV12209,2023-08-06,4,56.27
C01412,INV13875,2023-11-29,3,14.69
C01424,INV14000,2023-05-16,4,3.86
C01145,INV11236,2023-02-18,2,14.54
C01429,INV14048,2023-11-14,2,136.41
C01406,INV13782,2023-07-07,3,78.69
C01119,INV11001,2023-06-24,1,119.54
C01101,INV10830,2023-08-26,4,14.64
C01024,INV10198,2023-06-07,4,44.97
C01246,INV12174,2023-09-10,1,21.6
C01154,INV11348,2023-08-14,3,98.9
C01040,INV10355,2023-10-23,5,61.37
C01334,INV13108,2023-04-21,2,13.69
C01208,INV11771,2023-07-18,5,10.15
C01464,INV14492,2023-10-24,2,15.25
C01096,INV10789,2023-02-18,1,8.75
C01026,INV10237,2023-01-22,2,5.22
C01187,INV11558,2023-07-10,1,35.94
C01039,INV10327,2023-08-10,3,73.29
C01140,INV11172,2023-07-31,2,13.21
C01437,INV14137,2023-05-16,3,48.78
C01348,INV13250,2023-09-01,3,20.13
C01385,INV13553,2023-07-10,1,27.86
C01321,INV13009,2023-10-18,4,8.54
C01406,INV13776,2023-11-01,1,13.16
C01101,INV10828,2023-04-14,4,15.82
C01104,INV10852,2023-01-01,5,13.02
C01110,INV10882,2023-10-04,3,23.16
C01024,INV10200,2023-09-10,3,100.34
C01212,INV11838,2023-09-09,1,36.48
C01408,INV13800,2023-04-30,5,23.66
C01389,INV13581,2023-07-04,3,30.03
C01299,INV12713,2023-03-27,5,16.97
C01148,INV11265,2023-08-23,1,37.01
C01499,INV14814,2023-06-08,1,30.82
C01032,INV10249,2023-04-09,1,19.85
C01443,INV14207,2023-11-27,4,75.86
C01250,INV12251,2023-11-05,1,73.93
C01211,INV11805,2023-06-24,1,15.29
C01354,INV13307,2023-09-24,5,130.4
C01321,INV13008,2023-07-02,1,8.55
C01216,INV11919,2023-03-29,1,12.12
C01434,INV14122,2023-09-22,1,9.89
C01228,INV12013,2023-09-01,1,244.6
C01305,INV12833,2023-09-20,5,46.21
C01354,INV13314,2023-10-22,1,58.66
C01462,INV14449,2023-12-05,3,85.66
C01278,INV12494,2023-09-09,5,110.29
C01310,INV12895,2023-07-19,2,113.01
C01446,INV14275,2023-05-26,2,41.19
C01381,INV13519,2023-08-10,5,27.17
C01445,INV14244,2023-08-31,3,46.27
C01119,INV10995,2023-12-05,4,71.76
C01119,INV10996,2023-12-11,3,9.58
C01383,INV13547,2023-09-18,3,41.17
C01480,INV14621,2023-06-18,4,11.39
C01274,INV12452,2023-06-24,5,24.98
C01068,INV10573,2023-04-25,4,5.54
C01040,INV10355,2023-10-23,2,58.25
C01334,INV13105,2023-04-22,2,9.27
C01044,INV10394,2023-06-19,3,21.32
C01389,INV13592,2023-10-11,4,20.8
C01113,INV10938,2023-09-19,3,48.38
C01235,INV12073,2023-07-03,5,17.74
C01170,INV11449,2023-07-18,3,17.18
C01202,INV11710,2023-05-29,1,22.07
C01365,INV13406,2023-01-28,1,14.03
C01288,INV12583,2023-07-19,4,8.15
C01485,INV14670,2023-06-04,1,9.94
C01050,INV10433,2023-11-08,4,34.78
C01179,INV11504,2023-05-03,5,15.45
C01233,INV12055,2023-07-01,3,6.05
C01301,INV12781,2023-09-03,3,30.51
C01248,INV12192,2023-05-24,1,5.23
C01226,INV11976,2023-06-14,3,24.39
C01295,INV12615,2023-05-01,4,24.83
C01344,INV13209,2023-02-20,5,5.31
C01296,INV12627,2023-06-18,5,73.64
C01319,INV12982,2023-07-09,5,115.66
C01466,INV14501,2023-03-22,3,10.06
C01226,INV11986,2023-11-21,2,58.36
C01460,INV14408,2023-06-08,1,146.18
C01468,INV14513,2023-08-03,5,7.87
C01115,INV10960,2023-05-10,5,16.25
C01449,INV14301,2023-07-02,4,126.62
C01279,INV12521,2023-06-18,5,14.21
C01276,INV12471,2023-10-28,1,35.49
C01159,INV11385,2023-06-11,4,20.05
C01182,INV11514,2023-08-07,3,4.72
C01483,INV14634,2023-08-31,1,92.85
C01335,INV13143,2023-06-20,1,14.95
C01068,INV10565,2023-05-24,2,28.83
C01016,INV10095,2023-10-15,1,19.03
C01070,INV10590,2023-05-19,1,60.83
C01298,INV12675,2023-11-22,3,33.2
C01335,INV13148,2023-09-03,2,63.74
C01476,INV14557,2023-08-13,2,50.63
C01308,INV12865,2023-08-17,3,26.09
C01401,INV13724,2023-08-20,2,21.18
C01421,INV13964,2023-06-29,3,9.08
C01493,INV14722,2023-10-30,2,9.49
C01148,INV11279,2023-07-30,5,68.2
C01363,INV13389,2023-10-10,3,9.74
C01198,INV11646,2023-05-14,3,12.56
C01332,INV13092,2023-08-22,1,70.03
C01399,INV13680,2023-10-20,3,80.83
C01204,INV11732,2023-08-19,3,22.48
C01417,INV13908,2023-08-15,3,49.48
C01143,INV11218,2023-09-02,3,31.83
C01434,INV14102,2023-10-20,4,232.52
C01378,INV13472,2023-07-05,5,76.33
C01423,INV13995,2023-04-18,3,15.92
C01211,INV11803,2023-10-09,1,24.44
C01271,INV12428,2023-10-13,5,6.16
C01102,INV10832,2023-07-09,2,6.23
C01268,INV12391,2023-04-23,2,7.05
C01101,INV10828,2023-04-14,1,11.58
C01251,INV12258,2023-01-01,3,4.59
C01460,INV14380,2023-07-22,5,49.53
C01297,INV12655,2023-06-20,4,64.44
C01135,INV11148,2023-07-17,4,8.52
C01045,INV10402,2023-04-03,3,24.0
C01360,INV13364,2023-07-13,2,181.63
C01188,INV11563,2023-01-26,4,18.24
C01375,INV13451,2023-08-20,1,5.96
C01113,INV10945,2023-08-10,4,30.5
C01019,INV10123,2023-07-28,5,19.81
C01002,INV10007,2023-06-17,3,11.22
C01128,INV11095,2023-05-07,1,62.86
C01335,INV13148,2023-09-03,4,41.31
C01406,INV13774,2023-12-21,3,97.02
C01024,INV10210,2023-09-29,4,113.27
C01149,INV11300,2023-07-11,3,44.24
C01190,INV11597,2023-11-17,5,24.78
C01479,INV14604,2023-07-13,5,9.9
C01459,INV14374,2023-05-16,1,24.77
C01359,INV13363,2023-06-03,3,4.31
C01267,INV12388,2023-04-08,5,16.93
C01445,INV14239,2023-07-29,2,13.59
C01248,INV12185,2023-02-23,3,31.12
C01199,INV11662,2023-10-03,5,20.59
C01101,INV10824,2023-06-26,5,39.88
C01278,INV12499,2023-05-23,3,74.98
C01157,INV11380,2023-07-20,1,29.26
C01039,INV10323,2023-09-22,4,83.1
C01127,INV11081,2023-04-15,3,6.28
C01493,INV14724,2023-10-07,5,31.59
C01335,INV13117,2023-07-03,2,84.77
C01483,INV14661,2023-07-26,3,37.5
C01354,INV13309,2023-11-16,4,16.3
C01354,INV13306,2023-08-25,5,72.27
C01417,INV13938,2023-12-10,2,130.23
C01030,INV10245,2023-10-18,2,16.43
C01392,INV13631,2023-06-28,2,30.5
C01378,INV13485,2023-05-14,4,21.19
C01287,INV12576,2023-10-16,5,4.91
C01068,INV10565,2023-05-24,4,31.27
C01041,INV10376,2023-04-28,2,9.83
C01351,INV13271,2023-06-24,5,11.83
C01161,INV11395,2023-05-30,1,49.34
C01063,INV10538,2023-10-05,2,60.29
C01434,INV14083,2023-09-25,1,68.97
C01443,INV14209,2023-09-17,1,90.46
C01467,INV14511,2023-09-01,3,40.64
C01388,INV13569,2023-06-29,3,38.5
C01150,INV11326,2023-07-13,4,16.95
C01140,INV11180,2023-08-24,1,12.36
C01477,INV14593,2023-10-26,1,45.49
C01363,INV13391,2023-04-27,5,10.59
C01110,INV10887,2023-09-28,4,49.33
C01431,INV14061,2023-10-23,3,33.43
C01424,INV14000,2023-05-16,2,9.71
C01123,INV11050,2023-06-26,1,84.32
C01445,INV14229,2023-11-02,3,29.61
C01261,INV12335,2023-04-30,4,20.83
C01221,INV11941,2023-06-06,4,51.53
C01262,INV12358,2023-11-22,3,84.94
C01201,INV11696,2023-07-29,4,21.22
C01300,INV12749,2023-11-09,3,16.0
C01088,INV10744,2023-08-19,3,9.09
C01332,INV13095,2023-06-22,4,54.96
C01144,INV11230,2023-10-14,2,42.84
C01460,INV14414,2023-07-05,5,20.18
C01228,INV11999,2023-11-04,4,77.48
C01143,INV11203,2023-06-21,1,35.29
C01050,INV10464,2023-11-14,3,48.17
C01417,INV13914,2023-11-10,1,82.71
C01237,INV12090,2023-10-08,3,54.86
C01275,INV12462,2023-07-23,5,12.68
C01249,INV12202,2023-08-08,2,71.83
C01259,INV12331,2023-09-06,5,86.03
C01295,INV12621,2023-06-21,2,25.84
C01409,INV13816,2023-06-13,5,83.03
C01347,INV13223,2023-08-11,4,42.67
C01495,INV14777,2023-09-03,1,112.94
C01303,INV12802,2023-05-07,2,22.33
C01143,INV11219,2023-07-20,5,134.66
C01111,INV10891,2023-09-01,5,28.89
C01476,INV14553,2023-05-16,4,14.77
C01071,INV10602,2023-08-21,2,19.95
C01149,INV11296,2023-08-20,2,17.99
C01310,INV12878,2023-09-10,5,65.79
C01332,INV13098,2023-11-15,5,81.57
C01208,INV11768,2023-10-21,2,14.32
C01238,INV12120,2023-03-24,5,16.27
C01228,INV12027,2023-12-07,1,22.53
C01075,INV10628,2023-06-11,5,8.99
C01012,INV10069,2023-06-19,4,11.95
C01181,INV11512,2023-08-10,5,7.35
C01101,INV10828,2023-04-14,2,16.32
C01217,INV11928,2023-04-13,5,14.8
C01430,INV14058,2023-06-07,3,5.17
C01034,INV10276,2023-07-20,4,24.26
C01106,INV10854,2023-02-27,5,7.1
C01247,INV12181,2023-07-10,3,4.2
C01296,INV12646,2023-11-05,3,93.0
C01162,INV11411,2023-04-03,2,11.32
C01011,INV10065,2023-09-08,4,18.66
C01111,INV10931,2023-08-02,1,77.83
C01024,INV10207,2023-08-21,4,80.08
C01247,INV12183,2023-09-24,3,26.47
C01225,INV11959,2023-05-18,5,33.15
C01278,INV12505,2023-07-22,2,100.27
C01243,INV12145,2023-06-24,2,49.97
C01228,INV12014,2023-06-20,3,90.47
C01228,INV11999,2023-11-04,2,68.61
C01250,INV12242,2023-09-30,3,222.34
C01259,INV12311,2023-08-29,4,38.79
C01367,INV13411,2023-01-01,5,4.58
C01170,INV11449,2023-07-18,2,39.26
C01088,INV10733,2023-07-11,3,19.5
C01154,INV11354,2023-10-02,4,47.06
C01199,INV11652,2023-07-26,1,59.92
C01387,INV13564,2023-01-01,5,5.93
C01340,INV13194,2023-08-03,4,11.93
C01392,INV13635,2023-05-17,4,30.29
C01059,INV10510,2023-07-19,5,14.22
C01270,INV12399,2023-10-17,3,36.07
C01301,INV12790,2023-11-07,3,72.19
C01316,INV12937,2023-05-17,5,19.56
C01449,INV14290,2023-07-07,3,99.71
C01389,INV13580,2023-06-07,4,51.02
C01460,INV14400,2023-07-18,2,34.01
C01494,INV14733,2023-10-23,3,61.52
C01409,INV13814,2023-10-04,1,12.26
C01278,INV12497,2023-05-19,4,23.95
C01334,INV13107,2023-02-19,3,15.43
C01463,INV14488,2023-05-11,1,12.04
C01424,INV14002,2023-03-06,5,10.87
C01229,INV12039,2023-08-22,2,16.6
C01242,INV12137,2023-06-20,2,25.13
C01009,INV10052,2023-07-30,2,26.45
C01392,INV13634,2023-09-06,3,16.17
C01019,INV10148,2023-08-10,5,67.87
C01304,INV12819,2023-08-01,3,12.87
C01116,INV10968,2023-02-24,1,3.04
C01472,INV14538,2023-04-19,2,9.67
C01166,INV11432,2023-05-07,1,45.51
C01215,INV11876,2023-07-19,3,13.2
C01300,INV12752,2023-08-25,4,60.68
C01166,INV11435,2023-03-21,1,20.11
C01071,INV10604,2023-05-22,5,12.36
C01150,INV11319,2023-07-28,2,62.0
C01053,INV10476,2023-01-01,3,8.84
C01171,INV11463,2023-06-23,3,31.18
C01069,INV10582,2023-06-04,2,9.51
C01237,INV12091,2023-08-13,2,70.66
C01399,INV13690,2023-09-19,4,112.25
C01356,INV13336,2023-02-25,2,3.01
C01242,INV12137,2023-06-20,5,66.45
C01409,INV13810,2023-06-14,3,165.62
C01281,INV12553,2023-06-26,5,16.08
C01187,INV11531,2023-11-27,3,65.6
C01187,INV11553,2023-08-10,2,11.57
C01079,INV10665,2023-08-21,1,27.76
C01010,INV10057,2023-08-26,3,11.68
C01417,INV13897,2023-06-12,5,72.41
C01016,INV10093,2023-11-15,5,29.26
C01207,INV11758,2023-08-18,1,10.57
C01334,INV13109,2023-03-21,1,7.71
C01347,INV13224,2023-05-30,1,41.02
C01380,INV13504,2023-11-25,1,64.78
C01449,INV14302,2023-07-06,3,65.75
C01410,INV13852,2023-07-11,1,22.67
C01153,INV11343,2023-07-24,4,19.32
C01195,INV11622,2023-10-01,3,65.1
C01228,INV11994,2023-11-30,4,58.6
C01152,INV11342,2023-07-06,5,10.86
C01249,INV12194,2023-09-24,3,139.01
C01143,INV11205,2023-08-31,3,25.75
C01381,INV13532,2023-10-02,1,40.44
C01463,INV14480,2023-09-29,5,34.2
C01339,INV13176,2023-07-14,1,15.41
C01358,INV13343,2023-06-10,5,109.24
C01122,INV11030,2023-07-16,1,5.73
C01140,INV11181,2023-04-18,2,21.66
C01461,INV14415,2023-06-19,1,7.54
C01458,INV14361,2023-04-19,1,7.02
C01045,INV10400,2023-04-25,4,20.58
C01259,INV12320,2023-10-21,1,46.51
C01462,INV14465,2023-07-07,4,62.92
C01434,INV14126,2023-06-13,5,81.72
C01259,INV12328,2023-07-26,2,11.88
C01434,INV14099,2023-07-30,1,56.21
C01318,INV12955,2023-09-26,5,49.41
C01406,INV13758,2023-11-14,4,82.96
C01040,INV10364,2023-08-28,1,236.91
C01391,INV13617,2023-05-17,3,18.8
C01039,INV10314,2023-06-02,1,57.51
C01103,INV10838,2023-06-24,1,7.95
C01421,INV13965,2023-06-23,1,39.03
C01447,INV14279,2023-05-30,5,20.63
C01123,INV11049,2023-09-12,4,30.09
C01500,INV14819,2023-07-06,4,17.17
C01204,INV11725,2023-06-06,4,9.22
C01495,INV14778,2023-11-10,1,15.75
C01490,INV14696,2023-07-23,2,25.96
C01024,INV10214,2023-11-24,1,66.14
C01281,INV12553,2023-06-26,3,6.69
C01335,INV13144,2023-05-27,3,109.91
C01163,INV11419,2023-07-15,3,19.64
C01161,INV11402,2023-09-11,4,39.65
C01091,INV10770,2023-09-20,3,6.46
C01301,INV12764,2023-10-14,4,45.15
C01002,INV10010,2023-07-12,2,44.1
C01115,INV10960,2023-05-10,5,30.23
C01335,INV13113,2023-10-22,2,30.1
C01162,INV11409,2023-05-07,5,24.98
C01479,INV14612,2023-06-03,1,10.62
C01495,INV14779,2023-10-07,5,349.1
C01176,INV11487,2023-04-05,5,7.29
C01418,INV13948,2023-07-25,1,14.73
C01232,INV12050,2023-08-24,4,15.03
C01389,INV13590,2023-09-20,2,34.52
C01297,INV12654,2023-07-11,4,15.12
C01483,INV14642,2023-09-10,3,61.52
C01133,INV11139,2023-08-06,2,9.01
C01215,INV11904,2023-11-17,2,175.14
C01286,INV12573,2023-09-09,4,9.14
C01255,INV12287,2023-07-11,5,8.85
C01324,INV13032,2023-11-06,1,49.69
C01084,INV10704,2023-06-20,2,92.15
C01271,INV12421,2023-10-13,5,27.07
C01462,INV14471,2023-10-10,4,17.21
C01335,INV13132,2023-09-27,4,42.61
C01103,INV10848,2023-09-11,1,46.14
C01318,INV12944,2023-09-03,2,16.15
C01072,INV10606,2023-07-20,2,16.36
C01039,INV10334,2023-06-20,1,16.51
C01249,INV12197,2023-06-13,2,77.68
C01335,INV13118,2023-11-15,1,37.25
C01443,INV14209,2023-09-17,3,15.9
C01068,INV10573,2023-04-25,4,30.61
C01360,INV13367,2023-06-11,2,24.32
C01454,INV14330,2023-01-01,2,7.13
C01335,INV13140,2023-11-05,2,80.84
C01434,INV14114,2023-06-20,3,69.61
C01476,INV14558,2023-05-26,5,6.01
C01167,INV11437,2023-01-01,3,4.92
C01406,INV13770,2023-08-07,1,17.91
C01226,INV11985,2023-06-15,4,234.29
C01212,INV11823,2023-06-13,5,89.54
C01308,INV12854,2023-07-02,1,20.74
C01076,INV10634,2023-09-06,4,27.88
C01423,INV13997,2023-06-08,4,7.76
C01226,INV11978,2023-11-17,5,145.64
C01380,INV13505,2023-06-07,2,445.19
C01496,INV14790,2023-05-05,5,30.26
C01217,INV11921,2023-10-08,4,8.16
C01162,INV11414,2023-03-01,5,4.95
C01195,INV11622,2023-10-01,4,52.55
C01493,INV14716,2023-11-07,3,28.94
C01133,INV11142,2023-08-16,5,18.74
C01205,INV11748,2023-09-21,3,5.91
C01429,INV14035,2023-07-16,5,66.18
C01463,INV14487,2023-09-15,3,31.93
C01300,INV12751,2023-09-15,5,32.95
C01016,INV10098,2023-08-27,2,44.99
C01304,INV12820,2023-05-22,4,29.26
C01002,INV10008,2023-08-31,4,16.54
C01443,INV14177,2023-07-31,3,28.65
C01015,INV10081,2023-01-21,2,6.42
C01463,INV14475,2023-06-10,4,35.71
C01228,INV12020,2023-07-07,3,61.84
C01113,INV10950,2023-09-26,5,86.27
C01038,INV10303,2023-09-09,2,2.68
C01040,INV10349,2023-10-18,3,158.32
C01422,INV13979,2023-09-12,3,122.3
C01183,INV11522,2023-08-02,2,6.81
C01483,INV14628,2023-10-25,5,41.26
C01348,INV13256,2023-05-11,1,42.55
C01204,INV11725,2023-06-06,3,10.38
C01209,INV11792,2023-09-10,4,68.35
C01480,INV14618,2023-07-07,5,25.57
C01113,INV10946,2023-07-29,4,30.75
C01177,INV11490,2023-05-19,3,21.0
C01223,INV11951,2023-02-21,4,7.34
C01477,INV14593,2023-10-26,2,86.16
C01181,INV11512,2023-08-10,5,12.15
C01462,INV14450,2023-12-09,5,49.18
C01495,INV14754,2023-09-07,1,42.48
C01259,INV12323,2023-10-12,1,36.1
C01279,INV12535,2023-10-12,2,26.44
C01236,INV12083,2023-08-04,3,17.3
C01354,INV13298,2023-07-21,4,47.99
C01468,INV14513,2023-08-03,2,32.07
C01050,INV10448,2023-09-25,2,73.87
C01049,INV10430,2023-07-22,3,43.77
C01033,INV10272,2023-05-12,4,25.82
C01335,INV13143,2023-06-20,5,34.53
C01434,INV14094,2023-08-02,1,58.5
C01213,INV11861,2023-12-16,1,4.74
C01371,INV13420,2023-10-22,3,5.21
C01381,INV13520,2023-08-31,1,39.97
C01255,INV12281,2023-04-16,1,61.5
C01306,INV12837,2023-11-16,5,15.64
C01073,INV10607,2023-08-20,1,20.02
C01237,INV12118,2023-08-01,2,148.11
C01313,INV12913,2023-10-25,2,76.79
C01128,INV11083,2023-09-05,2,12.39
C01147,INV11249,2023-08-09,5,23.15
C01279,INV12522,2023-10-13,1,33.78
C01460,INV14392,2023-10-23,2,9.3
C01343,INV13198,2023-09-10,1,10.23
C01319,INV12979,2023-11-30,1,60.99
C01306,INV12837,2023-11-16,3,19.66
C01417,INV13925,2023-08-13,1,98.16
C01417,INV13920,2023-11-30,1,276.23
C01100,INV10806,2023-08-06,4,56.08
C01473,INV14545,2023-07-30,4,8.03
C01378,INV13482,2023-06-29,3,27.39
C01078,INV10637,2023-09-05,3,18.44
C01020,INV10151,2023-03-28,1,19.72
C01463,INV14481,2023-08-05,3,30.63
C01285,INV12570,2023-05-13,2,15.76
C01002,INV10008,2023-08-31,5,46.31
C01215,INV11903,2023-11-20,1,89.23
C01006,INV10029,2023-09-15,5,8.42
C01409,INV13807,2023-06-21,4,186.28
C01050,INV10439,2023-09-16,3,46.13
C01364,INV13393,2023-01-10,3,13.62
C01340,INV13193,2023-05-21,5,2.69
C01443,INV14210,2023-05-28,2,48.52
C01162,INV11412,2023-07-01,5,14.26
C01068,INV10574,2023-09-19,4,31.9
C01296,INV12627,2023-06-18,2,17.2
C01148,INV11259,2023-09-08,3,18.38
C01300,INV12756,2023-12-04,1,48.89
C01022,INV10192,2023-06-16,1,13.43
C01089,INV10759,2023-08-28,3,86.68
C01169,INV11442,2023-01-01,3,12.25
C01003,INV10018,2023-10-31,2,23.95
C01385,INV13550,2023-06-09,2,6.18
C01372,INV13428,2023-11-17,1,44.8
C01016,INV10106,2023-09-23,1,126.21
C01478,INV14598,2023-06-12,4,6.4
C01249,INV12236,2023-09-26,4,96.66
C01035,INV10286,2023-03-23,2,9.97
C01298,INV12706,2023-08-30,3,200.78
C01225,INV11961,2023-04-25,5,10.7
C01354,INV13303,2023-11-26,4,89.21
C01335,INV13136,2023-11-19,4,75.52
C01429,INV14039,2023-11-27,5,135.81
C01091,INV10768,2023-08-20,4,8.08
C01331,INV13083,2023-03-15,5,8.44
C01157,INV11367,2023-05-25,4,31.1
C01119,INV11000,2023-11-14,3,37.29
C01150,INV11314,2023-09-05,2,12.6
C01427,INV14013,2023-08-26,3,35.4
C01215,INV11899,2023-11-24,2,13.7
C01068,INV10564,2023-06-19,3,13.55
C01123,INV11036,2023-09-06,1,57.71
C01249,INV12216,2023-11-17,4,28.7
C01008,INV10038,2023-05-01,5,16.03
C01296,INV12641,2023-10-12,3,64.8
C01453,INV14325,2023-12-09,2,30.41
C01371,INV13424,2023-10-16,1,26.99
C01118,INV10989,2023-09-09,5,26.23
C01327,INV13059,2023-05-16,3,36.16
C01228,INV12022,2023-06-22,4,52.33
C01255,INV12275,2023-09-08,5,21.57
C01045,INV10401,2023-05-02,1,9.86
C01446,INV14275,2023-05-26,5,16.84
C01305,INV12835,2023-08-31,4,23.58
C01495,INV14750,2023-10-24,1,33.03
C01409,INV13804,2023-06-23,2,40.28
C01262,INV12363,2023-12-01,5,129.26
C01334,INV13108,2023-04-21,2,12.61
C01032,INV10252,2023-05-23,5,8.0
C01212,INV11836,2023-10-11,2,43.45
C01272,INV12434,2023-06-17,3,21.47
C01016,INV10101,2023-10-20,2,67.68
C01352,INV13273,2023-06-12,1,28.75
C01360,INV13365,2023-11-15,2,9.65
C01495,INV14750,2023-10-24,2,80.62
C01125,INV11065,2023-10-08,3,171.16
C01259,INV12325,2023-08-30,3,228.52
C01410,INV13850,2023-10-31,5,16.72
C01331,INV13082,2023-04-09,2,18.73
C01354,INV13311,2023-07-27,4,90.38
C01100,INV10816,2023-11-05,1,80.04
C01443,INV14174,2023-09-20,3,382.57
C01047,INV10413,2023-03-27,1,20.59
C01209,INV11789,2023-08-26,5,63.11
C01113,INV10947,2023-04-25,3,10.12
C01316,INV12932,2023-09-11,4,13.38
C01050,INV10454,2023-11-25,5,37.27
C01019,INV10119,2023-09-12,5,71.17
C01292,INV12607,2023-11-01,4,5.26
C01479,INV14610,2023-08-01,1,32.09
C01437,INV14138,2023-10-27,2,42.18
C01101,INV10827,2023-09-15,4,35.99
C01157,INV11381,2023-09-17,2,21.93
C01021,INV10170,2023-06-11,4,19.6
C01298,INV12699,2023-10-01,1,45.43
C01434,INV14126,2023-06-13,4,78.67
C01463,INV14473,2023-09-15,4,26.78
C01403,INV13736,2023-08-05,4,12.09
C01421,INV13964,2023-06-29,1,8.19
C01129,INV11106,2023-03-29,4,19.45
C01207,INV11762,2023-09-07,5,18.78
C01255,INV12272,2023-08-30,3,10.1
C01249,INV12221,2023-11-30,2,63.32
C01296,INV12637,2023-07-08,3,16.59
C01237,INV12101,2023-10-27,3,64.99
C01308,INV12859,2023-10-16,1,150.7
C01439,INV14157,2023-01-01,5,3.24
C01009,INV10043,2023-05-31,2,72.57
C01434,INV14123,2023-09-22,3,18.93
C01015,INV10086,2023-06-26,1,11.42
C01226,INV11980,2023-09-24,1,36.87
C01381,INV13531,2023-06-30,1,172.65
C01068,INV10577,2023-08-12,3,38.1
C01443,INV14189,2023-10-05,1,82.81
C01365,INV13402,2023-01-21,5,11.53
C01016,INV10102,2023-07-28,1,14.68
C01394,INV13647,2023-08-24,1,29.6
C01215,INV11892,2023-12-02,1,218.84
C01023,INV10196,2023-04-12,2,14.14
C01289,INV12589,2023-07-02,4,3.73
C01253,INV12266,2023-01-24,1,9.98
C01390,INV13608,2023-08-22,5,29.59
C01150,INV11325,2023-09-20,5,74.93
C01255,INV12288,2023-03-26,3,32.64
C01140,INV11176,2023-10-10,4,19.59
C01494,INV14736,2023-11-17,2,19.95
C01259,INV12317,2023-09-29,3,131.27
C01497,INV14796,2023-03-18,1,46.48
C01221,INV11937,2023-06-15,2,15.24
C01130,INV11117,2023-06-06,2,47.99
C01483,INV14631,2023-09-09,5,73.67
C01273,INV12450,2023-06-15,1,16.07
C01249,INV12208,2023-08-17,1,278.27
C01344,INV13208,2023-07-05,2,19.88
C01296,INV12640,2023-07-25,2,13.66
C01262,INV12353,2023-06-10,2,155.65
C01444,INV14215,2023-09-17,4,43.63
C01057,INV10491,2023-07-08,4,12.32
C01199,INV11665,2023-05-23,5,37.64
C01102,INV10836,2023-10-10,2,19.67
C01009,INV10056,2023-07-04,5,43.91
C01477,INV14562,2023-12-13,1,59.07
C01281,INV12545,2023-03-10,2,14.32
C01300,INV12719,2023-11-08,1,60.54
C01048,INV10422,2023-06-26,2,71.47
C01467,INV14504,2023-06-26,4,129.81
C01111,INV10932,2023-11-01,1,76.76
C01340,INV13193,2023-05-21,1,11.17
C01229,INV12037,2023-05-03,3,13.63
C01419,INV13955,2023-01-01,3,38.13
C01207,INV11753,2023-05-09,1,36.45
C01140,INV11178,2023-03-27,1,37.98
C01226,INV11977,2023-11-14,5,119.12
C01088,INV10738,2023-05-06,1,24.9
C01249,INV12224,2023-10-25,5,9.45
C01100,INV10806,2023-08-06,3,11.02
C01175,INV11484,2023-01-23,5,16.22
C01423,INV13996,2023-03-28,5,22.27
C01318,INV12955,2023-09-26,1,90.53
C01354,INV13311,2023-07-27,4,26.54
C01259,INV12318,2023-11-21,4,50.05
C01059,INV10508,2023-05-07,4,29.62
C01449,INV14309,2023-07-28,3,66.53
C01363,INV13389,2023-10-10,1,10.38
C01491,INV14709,2023-01-01,3,3.4
C01181,INV11512,2023-08-10,5,22.42
C01001,INV10000,2023-04-28,1,7.79
C01324,INV13041,2023-09-03,3,12.01
C01071,INV10597,2023-06-08,5,19.32
C01325,INV13044,2023-03-20,2,6.54
C01077,INV10635,2023-11-25,5,13.6
C01237,INV12111,2023-08-10,5,51.27
C01111,INV10931,2023-08-02,3,27.09
C01183,INV11519,2023-08-01,4,71.95
C01365,INV13402,2023-01-21,1,15.82
C01443,INV14184,2023-06-18,3,52.29
C01041,INV10375,2023-09-03,1,17.98
C01374,INV13448,2023-04-27,5,15.7
C01459,INV14377,2023-05-27,5,35.55
C01380,INV13501,2023-09-14,4,50.6
C01409,INV13846,2023-07-12,5,89.16
C01278,INV12495,2023-08-29,5,78.62
C01485,INV14669,2023-08-09,1,26.12
C01334,INV13109,2023-03-21,2,13.69
C01215,INV11885,2023-09-08,4,44.05
C01212,INV11817,2023-07-05,2,84.45
C01283,INV12561,2023-07-06,1,22.04
C01283,INV12562,2023-06-10,1,21.62
C01088,INV10735,2023-04-01,3,85.28
C01140,INV11182,2023-04-02,1,27.65
C01205,INV11736,2023-06-26,3,27.71
C01390,INV13602,2023-10-20,3,55.83
C01127,INV11081,2023-04-15,5,16.38
C01015,INV10084,2023-02-15,5,32.32
C01325,INV13045,2023-02-20,3,19.06
C01357,INV13341,2023-03-31,5,14.36
C01381,INV13521,2023-06-22,3,90.62
C01469,INV14526,2023-08-17,5,42.86
C01459,INV14366,2023-06-01,4,17.12
C01335,INV13145,2023-11-17,2,87.37
C01460,INV14402,2023-08-07,2,139.23
C01121,INV11013,2023-04-06,2,32.31
C01303,INV12807,2023-09-26,2,42.43
C01030,INV10246,2023-08-14,1,15.17
C01462,INV14447,2023-09-22,1,392.85
C01410,INV13853,2023-11-17,2,9.27
C01164,INV11422,2023-08-30,3,12.86
C01495,INV14775,2023-09-15,4,62.41
